shipment_id,order_id,origem,destino,transportadora,data_envio,data_entrega,prazo_dias,custo,status
1013,1013,BA,PE,Trans B,2024-01-08,2024-01-19,6,483.7,atraso
1014,1014,RJ,SC,Trans C,2024-07-09,2024-07-16,4,143.82,cancelado
1015,1015,BA,SP,Trans B,2024-02-03,2024-02-05,1,339.12,entregue
1016,1016,SC,RS,Trans E,2024-06-05,2024-06-09,5,176.98,entregue
1017,1017,BA,PE,Trans A,2024-01-21,2024-01-24,3,136.32,entregue
1018,1018,BA,GO,Trans E,2024-07-01,2024-07-04,4,437.89,entregue
1019,1019,PE,MG,Trans D,2024-02-05,2024-02-08,4,93.54,entregue
1020,1020,RJ,MG,Trans A,2024-04-15,2024-04-19,3,495.06,entregue
1021,1021,SP,GO,Trans B,2024-02-15,2024-02-18,1,368.9,cancelado
1022,1022,RJ,DF,Trans D,2024-04-19,2024-04-20,2,335.33,entregue
1023,1023,GO,PE,Trans D,2024-03-21,2024-03-28,6,320.21,entregue
1024,1024,BA,GO,Trans E,2024-06-13,2024-06-20,5,298.67,atraso
1025,1025,RJ,SP,Trans D,2024-07-30,2024-08-06,4,297.86,atraso
1026,1026,RS,MG,Trans D,2024-01-11,2024-01-18,6,401.37,entregue
1027,1027,RJ,RS,Trans A,2024-03-15,2024-03-17,2,404.94,entregue
1028,1028,SC,SP,Trans C,2024-02-12,2024-02-17,4,465.99,entregue
1029,1029,GO,RJ,Trans E,2024-04-28,2024-05-05,2,117.99,atraso
1030,1030,GO,MG,Trans E,2024-02-16,2024-02-20,1,245.09,atraso
1031,1031,MG,RS,Trans C,2024-01-07,2024-01-12,4,456.58,entregue
1032,1032,MG,DF,Trans B,2024-01-24,2024-01-29,4,352.4,entregue
1033,1033,PR,RS,Trans B,2024-07-06,2024-07-11,6,376.62,entregue
1034,1034,PE,GO,Trans C,2024-05-14,2024-05-18,1,239.05,atraso
1035,1035,PE,BA,Trans D,2024-07-15,2024-07-16,1,317.51,entregue
1036,1036,BA,DF,Trans B,2024-08-10,2024-08-13,2,101.55,entregue
1037,1037,RS,RJ,Trans C,2024-07-05,2024-07-13,3,201.29,atraso
1038,1038,SP,PR,Trans B,2024-08-18,2024-08-18,1,81.48,entregue
1039,1039,PE,PR,Trans C,2024-04-27,2024-04-28,1,308.27,entregue
1040,1040,PR,SC,Trans A,2024-08-13,2024-08-17,5,327.32,entregue
1041,1041,SC,GO,Trans D,2024-04-14,2024-04-19,4,332.04,entregue
1042,1042,RJ,SC,Trans B,2024-03-12,2024-03-18,5,424.45,entregue
1043,1043,BA,MG,Trans B,2024-02-17,2024-02-19,1,226.59,entregue
1044,1044,BA,DF,Trans B,2024-01-09,2024-01-17,7,205.35,entregue
1045,1045,PE,SC,Trans A,2024-01-28,2024-01-28,1,147.76,entregue
1046,1046,GO,DF,Trans C,2024-06-18,2024-06-24,5,320.36,entregue
1047,1047,RS,PE,Trans E,2024-04-26,2024-05-02,2,471.22,atraso
1048,1048,RJ,PE,Trans A,2024-03-17,2024-03-24,7,424.51,entregue
1049,1049,SP,DF,Trans D,2024-05-20,2024-05-27,7,136.51,entregue
1050,1050,PE,SP,Trans C,2024-05-14,2024-05-16,3,372.25,entregue
1051,1051,SP,BA,Trans E,2024-01-28,2024-01-30,1,302.16,entregue
1052,1052,PE,DF,Trans A,2024-07-04,2024-07-09,4,200.62,entregue
1053,1053,RJ,DF,Trans E,2024-03-22,2024-03-30,7,497.91,entregue
1054,1054,PE,SP,Trans C,2024-06-06,2024-06-09,2,386.26,entregue
1055,1055,RJ,GO,Trans D,2024-07-25,2024-07-30,4,177.74,entregue
1056,1056,GO,PE,Trans C,2024-01-01,2024-01-03,2,342.69,entregue
1057,1057,SC,RJ,Trans A,2024-08-05,2024-08-12,6,499.57,entregue
1058,1058,MG,PE,Trans D,2024-03-26,2024-03-28,1,169.18,entregue
1059,1059,SC,RS,Trans B,2024-03-13,2024-03-18,6,209.26,entregue
1060,1060,BA,PE,Trans E,2024-03-23,2024-03-30,5,368.05,atraso
1061,1061,GO,SP,Trans C,2024-07-04,2024-07-07,4,429.46,entregue
1062,1062,DF,MG,Trans B,2024-08-01,2024-08-05,3,281.23,entregue
1063,1063,SC,GO,Trans D,2024-01-10,2024-01-17,7,145.26,entregue
1064,1064,MG,BA,Trans D,2024-05-17,2024-05-29,7,409.28,atraso
1065,1065,SP,MG,Trans D,2024-01-15,2024-01-25,6,317.28,atraso
1066,1066,RS,PE,Trans C,2024-05-17,2024-05-23,5,367.91,entregue
1067,1067,RJ,SP,Trans C,2024-02-08,2024-02-08,1,222.44,entregue
1068,1068,RS,PR,Trans D,2024-05-16,2024-05-27,6,158.7,atraso
1069,1069,RJ,RS,Trans A,2024-07-19,2024-07-30,7,378.13,atraso
1070,1070,SP,RJ,Trans C,2024-01-23,2024-01-26,4,236.07,entregue
1071,1071,SC,BA,Trans C,2024-05-14,2024-05-15,2,237.17,entregue
1072,1072,RS,GO,Trans A,2024-02-21,2024-03-01,7,415.59,em trânsito
1073,1073,PR,MG,Trans E,2024-02-18,2024-02-20,2,387.63,entregue
1074,1074,PE,GO,Trans E,2024-07-17,2024-07-19,3,425.3,entregue
1075,1075,RS,RJ,Trans E,2024-02-03,2024-02-08,6,272.93,entregue
1076,1076,MG,BA,Trans E,2024-01-02,2024-01-02,1,368.56,entregue
1077,1077,PR,PE,Trans E,2024-01-23,2024-01-29,7,123.3,entregue
1078,1078,PE,SP,Trans C,2024-05-27,2024-05-31,1,214.77,atraso
1079,1079,PE,BA,Trans B,2024-03-11,2024-03-14,3,361.87,entregue
1080,1080,MG,RJ,Trans C,2024-02-10,2024-02-11,2,482.49,entregue
1081,1081,BA,GO,Trans E,2024-01-27,2024-02-01,5,310.73,entregue
1082,1082,RS,MG,Trans C,2024-06-29,2024-07-04,2,151.94,atraso
1083,1083,PR,RS,Trans C,2024-08-16,2024-08-21,5,101.3,entregue
1084,1084,PE,MG,Trans A,2024-08-19,2024-08-22,4,241.11,entregue
1085,1085,SP,RJ,Trans A,2024-04-10,2024-04-15,4,454.34,entregue
1086,1086,GO,PE,Trans D,2024-04-01,2024-04-05,5,379.42,entregue
1087,1087,PR,BA,Trans E,2024-08-24,2024-08-30,1,318.47,atraso
1088,1088,RS,SC,Trans A,2024-07-24,2024-08-02,7,271.35,em trânsito
1089,1089,RS,MG,Trans D,2024-02-29,2024-03-05,4,463.4,cancelado
1090,1090,RJ,BA,Trans D,2024-06-28,2024-07-02,2,270.38,cancelado
1091,1091,RJ,PE,Trans A,2024-05-01,2024-05-02,1,273.72,entregue
1092,1092,RJ,BA,Trans B,2024-07-15,2024-07-19,3,133.51,entregue
1093,1093,RS,DF,Trans A,2024-07-28,2024-08-03,4,216.87,atraso
1094,1094,PE,PR,Trans A,2024-03-18,2024-03-25,7,328.03,entregue
1095,1095,PR,GO,Trans B,2024-03-03,2024-03-08,5,241.2,entregue
1096,1096,RS,MG,Trans C,2024-07-27,2024-07-29,2,409.41,entregue
1097,1097,SP,RS,Trans D,2024-07-20,2024-07-26,5,179.18,entregue
1098,1098,MG,SC,Trans A,2024-08-26,2024-09-06,6,128.02,atraso
1099,1099,DF,RS,Trans E,2024-03-24,2024-03-28,4,153.99,entregue
1100,1100,SC,PE,Trans D,2024-06-02,2024-06-04,1,403.96,entregue
1101,1101,PE,SP,Trans D,2024-05-06,2024-05-08,3,118.02,entregue
1102,1102,SC,RS,Trans B,2024-08-19,2024-08-26,5,397.97,atraso
1103,1103,RJ,BA,Trans B,2024-05-16,2024-05-21,4,322.73,entregue
1104,1104,RS,MG,Trans B,2024-06-23,2024-06-29,2,319.52,atraso
1105,1105,SP,SC,Trans C,2024-07-02,2024-07-08,4,324.75,em trânsito
1106,1106,RS,GO,Trans E,2024-04-13,2024-04-22,5,106.21,atraso
1107,1107,GO,SC,Trans E,2024-01-01,2024-01-06,1,126.07,atraso
1108,1108,PE,SP,Trans C,2024-01-08,2024-01-16,7,327.87,entregue
1109,1109,PR,MG,Trans C,2024-04-07,2024-04-13,6,308.95,entregue
1110,1110,MG,GO,Trans B,2024-02-05,2024-02-09,4,434.2,entregue
1111,1111,PR,DF,Trans C,2024-04-16,2024-04-24,7,132.73,entregue
1112,1112,GO,DF,Trans A,2024-06-14,2024-06-16,1,451.65,entregue
1113,1113,BA,GO,Trans D,2024-01-22,2024-01-24,2,441.26,entregue
1114,1114,PR,DF,Trans E,2024-06-08,2024-06-13,4,258.13,entregue
1115,1115,DF,RJ,Trans D,2024-03-31,2024-04-04,4,333.92,entregue
1116,1116,PE,SC,Trans E,2024-08-04,2024-08-12,4,252.55,atraso
1117,1117,RJ,BA,Trans E,2024-04-03,2024-04-07,5,318.62,entregue
1118,1118,SC,PE,Trans C,2024-05-28,2024-05-30,1,113.63,entregue
1119,1119,PR,RS,Trans E,2024-07-11,2024-07-23,7,297.12,atraso
1120,1120,SC,RJ,Trans E,2024-01-23,2024-01-29,5,391.51,entregue
1121,1121,MG,DF,Trans A,2024-06-11,2024-06-18,6,211.25,entregue
1122,1122,SC,MG,Trans A,2024-05-16,2024-05-24,3,270.69,atraso
1123,1123,PE,DF,Trans D,2024-07-06,2024-07-11,5,483.44,entregue
1124,1124,RJ,PR,Trans C,2024-02-12,2024-02-16,3,394.76,entregue
1125,1125,PE,GO,Trans E,2024-01-16,2024-01-20,3,151.01,entregue
1126,1126,BA,PR,Trans A,2024-03-15,2024-03-23,6,200.46,atraso
1127,1127,DF,RJ,Trans A,2024-05-09,2024-05-11,2,185.86,entregue
1128,1128,RJ,PR,Trans E,2024-03-11,2024-03-16,3,391.4,atraso
1129,1129,RS,SP,Trans E,2024-08-20,2024-08-21,2,356.85,entregue
1130,1130,GO,MG,Trans C,2024-02-14,2024-02-22,7,179.2,entregue
1131,1131,SC,GO,Trans B,2024-05-15,2024-05-26,7,493.31,atraso
1132,1132,PE,DF,Trans B,2024-08-27,2024-09-06,5,396.16,atraso
1133,1133,PE,SP,Trans D,2024-04-08,2024-04-15,7,384.92,entregue
1134,1134,PR,MG,Trans B,2024-05-27,2024-06-02,2,102.82,atraso
1135,1135,SP,PE,Trans C,2024-07-28,2024-08-03,7,274.89,entregue
1136,1136,MG,RS,Trans D,2024-05-01,2024-05-07,3,239.52,atraso
1137,1137,SP,PE,Trans D,2024-03-08,2024-03-12,4,84.98,entregue
1138,1138,BA,PE,Trans D,2024-06-22,2024-06-27,4,366.81,entregue
1139,1139,MG,DF,Trans A,2024-08-22,2024-08-23,1,481.6,entregue
1140,1140,RJ,GO,Trans D,2024-08-23,2024-08-28,5,220.69,entregue
1141,1141,PE,BA,Trans C,2024-01-26,2024-02-03,7,244.28,entregue
1142,1142,PE,GO,Trans B,2024-06-21,2024-06-26,6,298.38,entregue
1143,1143,SP,RS,Trans B,2024-05-20,2024-05-22,3,429.31,entregue
1144,1144,PE,BA,Trans A,2024-01-26,2024-01-31,4,267.3,entregue
1145,1145,RS,PR,Trans B,2024-03-13,2024-03-18,6,89.95,entregue
1146,1146,PR,RJ,Trans A,2024-08-28,2024-08-28,1,479.21,entregue
1147,1147,RS,SP,Trans A,2024-01-31,2024-02-07,6,134.56,entregue
1148,1148,RJ,BA,Trans E,2024-02-17,2024-02-27,7,186.4,atraso
1149,1149,PE,GO,Trans D,2024-08-27,2024-09-02,6,467.53,entregue
1150,1150,RS,GO,Trans C,2024-04-19,2024-04-27,7,403.35,entregue
1151,1151,RJ,MG,Trans C,2024-02-11,2024-02-18,3,406.38,atraso
1152,1152,PR,BA,Trans D,2024-03-26,2024-04-01,4,154.73,cancelado
1153,1153,DF,PR,Trans A,2024-08-25,2024-08-29,4,154.95,entregue
1154,1154,GO,SC,Trans D,2024-02-06,2024-02-07,1,171.72,entregue
1155,1155,BA,RS,Trans A,2024-07-02,2024-07-05,4,110.63,entregue
1156,1156,SC,PE,Trans E,2024-03-05,2024-03-13,6,456.54,atraso
1157,1157,MG,PR,Trans B,2024-06-12,2024-06-17,6,359.13,entregue
1158,1158,RS,SC,Trans C,2024-06-28,2024-06-30,2,321.35,entregue
1159,1159,BA,DF,Trans E,2024-08-28,2024-09-08,6,263.14,atraso
1160,1160,PR,RS,Trans A,2024-02-27,2024-03-04,5,423.55,entregue
1161,1161,RJ,DF,Trans D,2024-05-25,2024-05-26,1,220.04,entregue
1162,1162,DF,PR,Trans C,2024-01-15,2024-01-20,4,118.08,entregue
1163,1163,BA,PR,Trans E,2024-03-28,2024-04-04,7,399.39,entregue
1164,1164,GO,RJ,Trans C,2024-02-21,2024-02-26,6,486.36,entregue
1165,1165,GO,SC,Trans B,2024-06-27,2024-06-29,3,344.86,entregue
1166,1166,SP,RS,Trans C,2024-01-22,2024-01-31,4,388.84,atraso
1167,1167,RS,MG,Trans B,2024-02-19,2024-02-21,1,180.16,entregue
1168,1168,SP,MG,Trans D,2024-07-21,2024-07-22,1,289.87,entregue
1169,1169,PE,BA,Trans D,2024-01-10,2024-01-11,1,410.87,entregue
1170,1170,PR,MG,Trans A,2024-01-31,2024-02-05,4,360.27,entregue
1171,1171,PR,GO,Trans D,2024-08-10,2024-08-19,6,391.24,atraso
1172,1172,PR,GO,Trans B,2024-01-10,2024-01-16,1,354.61,atraso
1173,1173,RS,PR,Trans D,2024-01-12,2024-01-18,5,134.83,entregue
1174,1174,PR,MG,Trans B,2024-01-13,2024-01-20,6,336.71,cancelado
1175,1175,PR,DF,Trans E,2024-07-28,2024-07-31,1,288.8,atraso
1176,1176,SC,MG,Trans E,2024-01-17,2024-01-24,2,221.68,atraso
1177,1177,SP,RS,Trans D,2024-01-31,2024-02-06,3,215.07,em trânsito
1178,1178,GO,RS,Trans B,2024-01-12,2024-01-19,7,106.55,entregue
1179,1179,RS,PE,Trans C,2024-07-12,2024-07-15,2,235.37,entregue
1180,1180,PE,SC,Trans B,2024-03-03,2024-03-08,4,121.99,em trânsito
1181,1181,SC,RS,Trans E,2024-07-18,2024-07-22,4,113.9,entregue
1182,1182,PR,RJ,Trans A,2024-08-25,2024-08-28,2,329.37,entregue
1183,1183,RJ,SP,Trans C,2024-06-26,2024-07-05,4,370.79,atraso
1184,1184,PR,RJ,Trans B,2024-06-12,2024-06-14,2,253.05,entregue
1185,1185,SC,SP,Trans B,2024-06-26,2024-06-30,5,381.22,entregue
1186,1186,BA,MG,Trans E,2024-06-09,2024-06-14,1,226.1,atraso
1187,1187,GO,DF,Trans A,2024-03-01,2024-03-07,5,490.25,entregue
1188,1188,PR,RS,Trans E,2024-08-08,2024-08-14,3,274.97,atraso
1189,1189,BA,GO,Trans B,2024-01-14,2024-01-16,3,367.8,entregue
1190,1190,BA,PE,Trans D,2024-02-15,2024-02-18,4,102.69,entregue
1191,1191,RJ,RS,Trans C,2024-02-23,2024-02-26,3,339.06,entregue
1192,1192,DF,GO,Trans D,2024-01-27,2024-01-31,1,146.38,atraso
1193,1193,BA,MG,Trans A,2024-05-11,2024-05-14,4,382.99,entregue
1194,1194,RS,PE,Trans E,2024-03-24,2024-03-30,5,364.28,entregue
1195,1195,DF,BA,Trans C,2024-07-18,2024-07-19,2,121.19,entregue
1196,1196,RJ,PR,Trans D,2024-02-21,2024-02-27,7,110.88,entregue
1197,1197,PE,RJ,Trans E,2024-01-14,2024-01-21,4,170.79,atraso
1198,1198,GO,PR,Trans E,2024-02-15,2024-02-18,4,272.25,entregue
1199,1199,SC,RS,Trans B,2024-04-01,2024-04-08,6,133.43,cancelado
1200,1200,PR,GO,Trans E,2024-03-12,2024-03-13,1,272.6,entregue
1201,1201,PE,SC,Trans B,2024-03-28,2024-04-04,7,333.53,entregue
1202,1202,GO,MG,Trans E,2024-05-27,2024-05-30,2,252.91,em trânsito
1203,1203,RS,GO,Trans E,2024-08-08,2024-08-15,4,431.54,cancelado
1204,1204,RJ,BA,Trans C,2024-07-05,2024-07-05,1,184.09,entregue
1205,1205,RS,MG,Trans D,2024-02-26,2024-03-05,5,463.78,atraso
1206,1206,MG,GO,Trans A,2024-01-12,2024-01-16,4,388.06,entregue
1207,1207,BA,SP,Trans E,2024-04-18,2024-04-19,1,420.08,entregue
1208,1208,PR,MG,Trans A,2024-05-06,2024-05-11,4,396.29,entregue
1209,1209,RS,SC,Trans D,2024-02-03,2024-02-04,2,352.01,entregue
1210,1210,SP,BA,Trans A,2024-05-02,2024-05-02,1,375.39,entregue
1211,1211,SC,RS,Trans E,2024-05-29,2024-06-04,6,274.78,entregue
1212,1212,GO,MG,Trans B,2024-06-29,2024-07-06,7,343.26,entregue
1213,1213,RS,MG,Trans A,2024-06-09,2024-06-17,7,219.82,entregue
1214,1214,BA,PR,Trans A,2024-04-19,2024-04-25,3,410.83,atraso
1215,1215,GO,SC,Trans A,2024-08-13,2024-08-17,5,296.19,entregue
1216,1216,SC,BA,Trans C,2024-01-29,2024-01-30,1,340.04,entregue
1217,1217,DF,BA,Trans C,2024-02-14,2024-02-18,3,108.14,entregue
1218,1218,RS,BA,Trans B,2024-03-26,2024-03-27,2,352.6,entregue
1219,1219,PR,BA,Trans E,2024-06-28,2024-07-06,7,399.57,entregue
1220,1220,PR,PE,Trans C,2024-08-17,2024-08-21,3,257.63,entregue
1221,1221,DF,PR,Trans A,2024-04-05,2024-04-06,1,290.61,entregue
1222,1222,SC,GO,Trans A,2024-06-30,2024-07-05,4,457.77,entregue
1223,1223,PE,GO,Trans D,2024-04-04,2024-04-11,5,159.11,atraso
1224,1224,RJ,SP,Trans D,2024-01-21,2024-01-21,1,201.12,entregue
1225,1225,SP,PE,Trans A,2024-02-12,2024-02-14,1,142.14,entregue
1226,1226,SC,RJ,Trans B,2024-02-22,2024-03-01,7,89.53,entregue
1227,1227,DF,PR,Trans D,2024-05-18,2024-05-26,6,256.45,cancelado
1228,1228,BA,SC,Trans A,2024-02-18,2024-02-20,3,430.68,entregue
1229,1229,PR,RJ,Trans E,2024-03-26,2024-04-01,6,355.42,entregue
1230,1230,DF,SP,Trans C,2024-05-31,2024-06-05,4,433.6,entregue
1231,1231,SP,SC,Trans D,2024-03-18,2024-03-22,4,152.13,entregue
1232,1232,GO,DF,Trans C,2024-05-03,2024-05-05,2,403.29,entregue
1233,1233,SC,GO,Trans A,2024-03-31,2024-04-01,2,339.82,entregue
1234,1234,MG,SC,Trans B,2024-05-17,2024-05-22,6,432.52,entregue
1235,1235,PR,GO,Trans B,2024-03-01,2024-03-03,2,321.3,entregue
1236,1236,BA,RS,Trans D,2024-04-04,2024-04-08,3,377.0,entregue
1237,1237,PR,SP,Trans C,2024-02-07,2024-02-11,3,489.7,entregue
1238,1238,GO,RJ,Trans E,2024-02-01,2024-02-06,3,402.78,cancelado
1239,1239,GO,MG,Trans D,2024-02-09,2024-02-13,3,309.38,entregue
1240,1240,PE,RJ,Trans E,2024-06-14,2024-06-22,3,456.31,atraso
1241,1241,SP,MG,Trans E,2024-02-07,2024-02-18,6,222.25,atraso
1242,1242,DF,RJ,Trans A,2024-05-02,2024-05-09,6,209.39,em trânsito
1243,1243,RJ,MG,Trans D,2024-08-03,2024-08-08,5,118.84,entregue
1244,1244,RJ,MG,Trans A,2024-06-13,2024-06-19,5,173.3,entregue
1245,1245,PR,RS,Trans C,2024-01-06,2024-01-08,2,364.37,entregue
1246,1246,RJ,MG,Trans A,2024-04-10,2024-04-15,5,333.33,entregue
1247,1247,SC,RS,Trans E,2024-08-20,2024-08-21,1,142.14,entregue
1248,1248,PE,SC,Trans D,2024-04-08,2024-04-11,3,224.87,entregue
1249,1249,MG,RS,Trans C,2024-08-11,2024-08-14,4,385.7,entregue
1250,1250,SC,SP,Trans D,2024-04-16,2024-04-26,6,148.79,atraso
1251,1251,SP,BA,Trans D,2024-08-17,2024-08-24,6,331.13,entregue
1252,1252,DF,PR,Trans B,2024-03-18,2024-03-21,2,494.39,entregue
1253,1253,BA,DF,Trans A,2024-07-12,2024-07-16,5,251.97,entregue
1254,1254,BA,RJ,Trans C,2024-02-14,2024-02-19,4,318.52,entregue
1255,1255,DF,PR,Trans B,2024-02-17,2024-02-23,2,312.62,atraso
1256,1256,RS,RJ,Trans A,2024-07-30,2024-08-07,7,207.64,entregue
1257,1257,RJ,BA,Trans E,2024-04-28,2024-05-03,6,144.69,entregue
1258,1258,SC,PE,Trans C,2024-08-01,2024-08-06,6,354.6,entregue
1259,1259,RJ,SC,Trans C,2024-02-15,2024-02-20,4,350.81,entregue
1260,1260,MG,SP,Trans A,2024-07-14,2024-07-14,1,331.53,entregue
1261,1261,DF,RJ,Trans C,2024-05-03,2024-05-08,5,343.76,entregue
1262,1262,RS,SC,Trans D,2024-07-28,2024-08-04,6,387.84,entregue
1263,1263,GO,RJ,Trans A,2024-03-07,2024-03-13,7,141.38,entregue
1264,1264,RS,PR,Trans D,2024-02-04,2024-02-09,6,194.52,entregue
1265,1265,SC,GO,Trans D,2024-08-21,2024-08-28,6,202.5,cancelado
1266,1266,MG,PE,Trans A,2024-02-19,2024-02-27,5,401.17,atraso
1267,1267,PE,PR,Trans E,2024-02-12,2024-02-19,7,427.27,entregue
1268,1268,RS,PE,Trans C,2024-06-24,2024-06-27,3,120.25,entregue
1269,1269,PR,RJ,Trans E,2024-07-29,2024-07-31,3,297.63,entregue
1270,1270,PE,RS,Trans C,2024-05-04,2024-05-10,7,123.02,entregue
1271,1271,RJ,PR,Trans B,2024-02-26,2024-03-04,5,255.29,atraso
1272,1272,DF,GO,Trans A,2024-07-28,2024-07-28,1,281.4,entregue
1273,1273,PR,GO,Trans C,2024-04-02,2024-04-08,6,453.69,entregue
1274,1274,DF,SC,Trans E,2024-07-14,2024-07-20,5,92.08,cancelado
1275,1275,PE,RJ,Trans A,2024-02-02,2024-02-07,2,368.98,atraso
1276,1276,DF,SC,Trans C,2024-02-23,2024-02-24,2,258.42,entregue
1277,1277,SC,PR,Trans A,2024-01-05,2024-01-11,1,97.86,atraso
1278,1278,DF,PE,Trans A,2024-07-22,2024-07-24,1,104.89,entregue
1279,1279,DF,PE,Trans A,2024-01-12,2024-01-16,3,84.31,entregue
1280,1280,RS,MG,Trans A,2024-02-01,2024-02-09,7,157.61,em trânsito
1281,1281,GO,PE,Trans C,2024-01-24,2024-01-26,1,475.57,entregue
1282,1282,DF,RJ,Trans E,2024-03-31,2024-04-04,3,407.94,entregue
1283,1283,MG,RS,Trans E,2024-05-09,2024-05-10,2,424.23,entregue
1284,1284,RS,DF,Trans A,2024-02-25,2024-03-05,5,152.14,atraso
1285,1285,BA,GO,Trans E,2024-07-04,2024-07-04,1,466.6,entregue
1286,1286,BA,GO,Trans D,2024-06-27,2024-06-30,3,362.88,entregue
1287,1287,PR,MG,Trans A,2024-08-01,2024-08-03,2,258.12,entregue
1288,1288,DF,SC,Trans E,2024-04-14,2024-04-16,2,131.92,entregue
1289,1289,RS,SC,Trans A,2024-02-04,2024-02-09,5,375.99,entregue
1290,1290,DF,GO,Trans E,2024-01-11,2024-01-17,6,128.6,entregue
1291,1291,SC,GO,Trans C,2024-06-02,2024-06-11,4,174.87,atraso
1292,1292,MG,GO,Trans D,2024-08-06,2024-08-08,3,455.8,entregue
1293,1293,SC,MG,Trans D,2024-04-04,2024-04-11,6,286.49,entregue
1294,1294,RJ,SC,Trans A,2024-04-22,2024-04-27,4,115.7,entregue
1295,1295,PR,SC,Trans B,2024-04-12,2024-04-15,4,391.4,entregue
1296,1296,GO,BA,Trans B,2024-04-03,2024-04-06,1,329.88,em trânsito
1297,1297,BA,SC,Trans D,2024-02-29,2024-03-06,1,196.98,atraso
1298,1298,BA,PR,Trans E,2024-03-10,2024-03-20,5,229.56,atraso
1299,1299,BA,RS,Trans E,2024-05-04,2024-05-07,4,402.56,entregue
1300,1300,GO,RJ,Trans A,2024-03-05,2024-03-05,1,343.92,entregue
1301,1301,SC,RJ,Trans B,2024-01-26,2024-01-29,1,289.22,atraso
1302,1302,RS,DF,Trans A,2024-04-07,2024-04-09,2,144.15,entregue
1303,1303,PR,PE,Trans E,2024-01-25,2024-02-04,5,412.95,atraso
1304,1304,DF,SC,Trans B,2024-06-18,2024-06-22,3,189.9,entregue
1305,1305,BA,MG,Trans C,2024-08-08,2024-08-14,7,480.08,entregue
1306,1306,RS,MG,Trans A,2024-08-13,2024-08-19,4,212.11,cancelado
1307,1307,PE,BA,Trans D,2024-04-27,2024-04-30,4,313.8,entregue
1308,1308,PE,PR,Trans C,2024-02-12,2024-02-17,6,211.23,entregue
1309,1309,MG,BA,Trans D,2024-07-14,2024-07-19,4,286.03,entregue
1310,1310,SC,GO,Trans E,2024-05-18,2024-05-24,6,316.15,entregue
1311,1311,RS,SC,Trans B,2024-01-15,2024-01-20,5,328.24,entregue
1312,1312,PE,RJ,Trans D,2024-06-22,2024-06-27,5,214.6,entregue
1313,1313,RS,PR,Trans A,2024-01-12,2024-01-17,5,226.53,entregue
1314,1314,RJ,GO,Trans E,2024-07-14,2024-07-19,1,239.84,atraso
1315,1315,SC,GO,Trans D,2024-04-01,2024-04-03,3,357.72,entregue
1316,1316,RJ,SP,Trans B,2024-06-14,2024-06-15,2,462.36,entregue
1317,1317,SC,PE,Trans A,2024-03-19,2024-03-25,7,88.28,entregue
1318,1318,BA,DF,Trans C,2024-04-27,2024-04-28,1,318.58,entregue
1319,1319,PR,SC,Trans D,2024-01-06,2024-01-10,3,89.34,entregue
1320,1320,PE,PR,Trans C,2024-05-26,2024-05-31,4,121.04,entregue
1321,1321,MG,BA,Trans D,2024-06-25,2024-06-26,1,288.63,entregue
1322,1322,SP,PE,Trans C,2024-06-06,2024-06-08,2,164.74,entregue
1323,1323,RS,MG,Trans A,2024-08-05,2024-08-12,7,191.37,entregue
1324,1324,RS,RJ,Trans C,2024-04-12,2024-04-19,5,381.44,atraso
1325,1325,BA,MG,Trans E,2024-05-31,2024-05-31,1,317.9,entregue
1326,1326,GO,PR,Trans E,2024-04-19,2024-04-22,4,353.65,entregue
1327,1327,DF,BA,Trans C,2024-07-24,2024-07-30,5,306.78,entregue
1328,1328,DF,PE,Trans B,2024-04-12,2024-04-17,4,270.36,entregue
1329,1329,BA,DF,Trans E,2024-08-13,2024-08-16,2,296.81,entregue
1330,1330,SC,RJ,Trans B,2024-05-07,2024-05-13,5,474.0,entregue
1331,1331,RJ,PE,Trans C,2024-05-16,2024-05-27,6,472.55,atraso
1332,1332,SC,RS,Trans A,2024-02-21,2024-02-25,5,180.96,entregue
1333,1333,RS,RJ,Trans C,2024-04-21,2024-04-27,7,346.25,entregue
1334,1334,PR,DF,Trans D,2024-07-29,2024-07-31,3,187.71,entregue
1335,1335,RS,PR,Trans E,2024-04-13,2024-04-14,2,160.6,entregue
1336,1336,GO,PR,Trans B,2024-07-30,2024-08-06,7,315.13,entregue
1337,1337,PE,BA,Trans D,2024-06-14,2024-06-19,4,194.54,em trânsito
1338,1338,SC,PR,Trans A,2024-07-21,2024-07-27,3,350.6,atraso
1339,1339,DF,SC,Trans A,2024-05-04,2024-05-12,6,441.03,atraso
1340,1340,PR,SP,Trans A,2024-06-03,2024-06-05,3,458.24,entregue
1341,1341,SC,DF,Trans D,2024-06-20,2024-06-22,3,246.7,entregue
1342,1342,DF,PR,Trans B,2024-01-29,2024-02-01,2,471.83,entregue
1343,1343,SC,MG,Trans E,2024-07-31,2024-08-07,6,185.76,entregue
1344,1344,PE,PR,Trans A,2024-06-02,2024-06-04,2,218.3,entregue
1345,1345,PE,GO,Trans E,2024-04-09,2024-04-18,6,472.91,atraso
1346,1346,RS,GO,Trans B,2024-01-28,2024-01-30,2,264.58,entregue
1347,1347,BA,RS,Trans C,2024-05-30,2024-06-07,7,237.38,entregue
1348,1348,PR,RS,Trans A,2024-05-19,2024-05-23,3,183.47,entregue
1349,1349,PE,DF,Trans C,2024-08-27,2024-09-03,7,380.58,entregue
